rank_ecr,player_name,player_short_name,player_team_id,player_positions,player_opponent,pos_rank,r2p_pts,rank_min,rank_max,rank_ave,rank_std,player_bye_week,player_owned_avg,player_page_url,player_id
136,Jalen Royals,J. Royals,KC,WR,vs. BAL,WR136,0.9,111,143,124.00,13.74,10,1.9,https://www.fantasypros.com/nfl/players/jalen-royals.php,27076
137,Malik Heath,M. Heath,GB,WR,at DAL,WR137,0.8,120,136,126.33,6.94,5,1,https://www.fantasypros.com/nfl/players/malik-heath.php,25668
138,Ryan Miller,R. Miller,TB,WR,vs. PHI,WR138,0.8,121,139,129.00,7.48,9,1,https://www.fantasypros.com/nfl/players/ryan-miller-wr.php,25857
139,Tyrell Shavers,T. Shavers,BUF,WR,vs. NO,WR139,0.7,118,140,129.67,9.03,7,0.1,https://www.fantasypros.com/nfl/players/tyrell-shavers.php,25813
140,Ashton Dulin,A. Dulin,IND,WR,at LAR,WR140,0.7,115,142,131.33,11.73,11,0,https://www.fantasypros.com/nfl/players/ashton-dulin.php,18656
141,Derius Davis,D. Davis,LAC,WR,at NYG,WR141,0.7,135,144,139.33,3.68,12,0.6,https://www.fantasypros.com/nfl/players/derius-davis.php,25334
142,Jake Bobo,J. Bobo,SEA,WR,at ARI,WR142,0.3,133,147,140.67,5.79,8,0.8,https://www.fantasypros.com/nfl/players/jake-bobo.php,25339
143,Jalin Hyatt,J. Hyatt,NYG,WR,vs. LAC,WR143,0.6,131,163,142.33,14.64,14,1,https://www.fantasypros.com/nfl/players/jalin-hyatt.php,25251
144,Tai Felton,T. Felton,MIN,WR,at PIT,WR144,0.2,116,140,128.00,12.00,6,0.6,https://www.fantasypros.com/nfl/players/tai-felton.php,27182
145,Mitchell Tinsley,M. Tinsley,CIN,WR,at DEN,WR145,0.1,132,140,136.00,4.00,10,0.7,https://www.fantasypros.com/nfl/players/mitchell-tinsley.php,24370
146,Russell Gage Jr.,R. Gage Jr.,SF,WR,vs. JAC,WR146,0.0,104,175,139.50,35.50,14,0,https://www.fantasypros.com/nfl/players/russell-gage.php,17606
147,Ben Skowronek,B. Skowronek,PIT,WR,vs. MIN,WR147,0.0,137,146,141.50,4.50,5,0,https://www.fantasypros.com/nfl/players/ben-skowronek.php,22843
148,Javon Baker,J. Baker,PHI,WR,at TB,WR148,0.0,113,247,180.00,67.00,9,1,https://www.fantasypros.com/nfl/players/javon-baker.php,22885
149,Scotty Miller,S. Miller,PIT,WR,vs. MIN,WR149,0.0,141,146,143.50,2.50,5,0.1,https://www.fantasypros.com/nfl/players/scott-miller.php,18714
150,Xavier Restrepo,X. Restrepo,TEN,WR,at HOU,WR150,0.0,114,217,165.50,51.50,10,0.8,https://www.fantasypros.com/nfl/players/xavier-restrepo.php,27066
